question,answer
Comment rattacher une ligne Orange et Moi,"Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2894864-rattacher-ligne-orange"
Comment récupérer le mot de passe de votre Compte et Moi Senegal,"Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2894863-recuperer-mot-compte-senegal"
Peut-on partager ses points Sunu Sargal Kirene Avec Orange,"Actuellement, le partage des points Sunu Sargal avec ses proches n'est pas encore disponible Pour toute demande d’assistance complémentaire, vous pouvez contacter le service client par mail: serviceclient@orange-sonatel.com, sur Messenger (http://bit.ly/2MZOgvF), Whatsapp au 00221771370101 ou sur le chat Orange et Moi(http://onelink.to/6h78t2) Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2894862-peut-partager-points-sunu-sargal-kirene-orange"
Comment convertir ses points Sunu Sargal ?,"La conversion de vos points se fait via le code USSD #221#12# avec un large choix de cadeaux est disponibles Pour toute demande d’assistance complémentaire, vous pouvez contacter le service client par mail: serviceclient@orange-sonatel.com, sur Messenger (http://bit.ly/2MZOgvF), Whatsapp au 00221771370101 ou sur le chat Orange et Moi(http://onelink.to/6h78t2) Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2894861-convertir-points-sunu-sargal"
Comment débloquer ou réinitialiser ou son code partage de crédit ?,"Si vous souhaitez débloquer ou réinitialiser votre code de partage de crédit, composez le #116# option 2 et suivez les instructions. Le code par défaut est 0000. S’il ne fonctionne pas, contactez le service client en ligne ici http://bit.ly/2MZOgvF ou par mail: serviceclient@orange-sonatel.com en y joignant une copie de votre pièce d’identité en cours de validité et le numéro concerné Pour toute demande d’assistance complémentaire, vous pouvez contacter le service client sur Messenger (http://bit.ly/2MZOgvF), Whatsapp au 00221771370101 ou sur le chat Orange et Moi(http://onelink.to/6h78t2) Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2894859-debloquer-reinitialiser-code-partage-credit"
Flash SOS : Comment ça marche ?,"Flash SOS est une notification que vous recevez lorsque vous n’avez pas assez de crédit pour émettre un appel ou envoyer un SMS. Le message flash SOS vous propose de souscrire à un SOS crédit. Apres validation, le crédit lui sera automatique positionné sur votre compte recharge et sera défalqué lors de vos prochaines recharge tout avec les frais de souscription du SOS crédit. Pour désactiver le Flash SOS crédit, il faut composer le #111#5*11*11*1#. Pour toute demande d’assistance complémentaire, vous pouvez contacter le service client par Mail: serviceclient@orange-sonatel.com, sur Messenger , Whatsapp au 00221771370101 ou sur le chat Orange et Moi Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2894858-flash-sos-marche"
Comment consulter mon solde Sunu Sargal?,"Pour vérifier le solde de vos points Sunu Sargal, il vous suffit de composer #221#1# et suivre les instructions. Pour toute demande d’assistance complémentaire, vous pouvez contacter le service client par mail: serviceclient@orange-sonatel.com, sur Messenger (http://bit.ly/2MZOgvF), Whatsapp au 00221771370101 ou sur le chat Orange et Moi(http://onelink.to/6h78t2) Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2865233-consulter-solde-sunu-sargal"
Liste rouge Orange: Comment activer le service numéro masqué ?,"Le service Appel masqué vous permet d’appeler anonymement vos correspondants. Votre numéro va s’afficher comme numéro masqué. Si vous vous disposez d’un numéro prépayé (Jamono allo ou Jamono Max) il faut contacter le service client avec une copie de de votre pièce d’identité pour activer le service. Tous vos appels seront masqués. Si vous disposez d’un numéro postpayé, vous pouvez demander l’activation de ce service avec les options suivantes : Liste rouge permanente : Les appels sont masqués en permanence ; Liste contrôlée : composez le #31# suivi du numéro complet de votre correspondant. Appuyez ensuite sur la touche appel. Liste restreinte : Les appels sont masqués par défaut. Pour afficher votre numéro, il faut composer *31# suivi numéro de votre correspondant. Attention 1. Ce service ne fonctionne pas pour les SMS 2. Les clients Jamono New S’cool ne peuvent pas accéder à ce service Pour toute demande d’assistance complémentaire, vous pouvez contacter le service client par mail: serviceclient@orange-sonatel.com, sur Messenger (http://bit.ly/2MZOgvF), Whatsapp au 00221771370101 ou sur le chat Orange et Moi(http://onelink.to/6h78t2) Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2865232-liste-rouge-orange-activer-service-numero-masque"
"Qu'est-ce que la E-SIM de Orange, comment ça marche?","La e-SIM vous permet d’avoir une carte SIM virtuelle. Elle est disponible dans les agences Orange en phase pilote pour les clients Jamono et Téranga. Elle coûte 2000F pour un nouvel abonnement et changement SIM. Parcours d’activation : iOS (Iphone) • Allez dans Réglages> Données cellulaires, • Appuyez sur Ajouter un forfait cellulaire, • Utilisez votre iPhone pour scanner le code QR fourni par votre opérateur, • Si nécessaire, vous pouvez saisir manuellement les informations de votre plan. Appuyez sur Entrer les détails manuellement, en bas de l'écran de votre iPhone. Android • Accédez à vos paramètres > connexions • Appuyez sur le gestionnaire de carte SIM • Sélectionnez Ajouter un forfait mobile • Votre Android recherchera alors automatiquement un forfait mobile actif • Défilez jusqu’au bas de la page « Autres façons d’ajouter des plans » et choisissez « Ajouter à l’aide du code QR » • Positionnez le QR Code dans les lignes guidées pour le scanner • Une fois le forfait ESIM ORANGE détecté, appuyez sur Ajouter • Une fois votre plan enregistré, sélectionnez OK pour activer le plan • Une fois que vous avez activé votre eSIM, vous pouvez le voir dans le gestionnaire de carte SIM • Dans le gestionnaire de carte SIM, sélectionnez Données mobiles et choisissez votre nouvelle eSIM comme préférée. • Retournez dans le menu Connexions, puis Réseaux mobiles pour activer les données en itinérance. NB : Les clients Kiréne avec Orange ne sont pas concernés pour la eSIM. Le QR code est valable 1 fois (Scan unique) Pour toute demande d’assistance complémentaire, vous pouvez contacter le service client par mail: serviceclient@orange-sonatel.com, sur Messenger (http://bit.ly/2MZOgvF), Whatsapp au 00221771370101 ou sur le chat Orange et Moi(http://onelink.to/6h78t2) Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2865229-e-sim-orange-marche"
"Paiement en ligne, comment recharge votre carte UBA avec compte Orange Money","Paiement en ligne, comment recharge votre carte UBA avec compte Orange Money Il est désormais possible d’alimenter sa carte prépayée UBA à partir de son compte kaplé OM. Il suffit juste de souscrire au service dans une agence UBA ou via LEO (Messenger ou Whatsapp ; m.me/ubachatbanking) pour pouvoir ainsi approvisionner votre carte prépayée UBA 24h/24 et 7j/7. Ainsi il faudra composer le #144#8211# pour ajouter un compte bancaire chez UBA Card et par la même occasion vous faciliter la vie. Pour toute demande d’assistance complémentaire, vous pouvez contacter le service client par mail: serviceclient@orange-sonatel.com, sur Messenger (http://bit.ly/2MZOgvF), Whatsapp au 00221771370101 ou sur le chat Orange et Moi(http://onelink.to/6h78t2) Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2865226-paiement-ligne-recharge-carte-uba-compte-orange-money"
Quelle est la différence entre la 3G et la 4G+ ?,"Quelle est la différence entre la 3G et la 4G+ ? Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2865225-difference-3g-4g"
Comment économiser sa batterie de téléphone lorsqu’on utilise une puce 4G ?,"Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2865200-economiser-batterie-telephone-lorsqu-utilise-puce-4g"
Comment optimiser la vidéo quand je suis en streaming ?,"Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2865197-optimiser-video-streaming"
Tuto sur le service Sauvegarde répertoire,"Tuto sur le service Sauvegarde répertoire Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2865192-tuto-service-sauvegarde-repertoire"
Orange Money l'appli qui en fait toujours plus,"Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2865191-orange-money-appli-fait"
Tuto: Comment changer le code le réseau d'un Wifi avec le Modem Fun Box Orange,"Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2865189-tuto-changer-code-reseau-wifi-modem-fun-box-orange"
Tuto: Comment changer le nom le réseau d'un Wifi avec le Modem Fun Box Orange,"Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2865179-tuto-changer-nom-reseau-wifi-modem-fun-box-orange"
Tuto: Comment masquer le réseau d'un Wifi avec le Modem Fun Box Orange,"Tuto: Comment masquer le réseau d'un Wifi avec le Modem Fun Box Orange Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2865178-tuto-masquer-reseau-wifi-modem-fun-box-orange"
Comment changer le mot de passe de l’interface Admin d'un Wifi,"Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2865177-changer-mot-interface-admin-wifi"
Tuto: Comment activer le contrôle parental sur le réseau d'un Wifi avec le Modem Fun Box Orange,"Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2865176-tuto-activer-controle-parental-reseau-wifi-modem-fun-box-orange"
Comment acheter sur boutique.orange.sn,"Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2860430-acheter-boutique-orange-sn"
Comment rester connecté en 4G avec la WebApp Orange et moi ?,"Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2860429-rester-connecte-4g-webapp-orange"
Comment désactiver les mises à jour automatiques pour optimiser son Pass ?,"Comment désactiver les mises à jour automatiques pour optimiser son Pass ? Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2860427-desactiver-mises-jour-automatiques-optimiser-pass"
Comment économiser ses données 4G+ lorsque vous utilisez le navigateur Google Chrome ?,"Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2860424-economiser-donnees-4g-utilisez-navigateur-google-chrome"
Comment économiser la consommation de votre pass en désactivant les applications non utilisées ?,"Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2860423-economiser-consommation-pass-desactivant-applications-utilisees"
Ouvrir un compte Orange Money quel que soit votre opérateur,"Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2860419-ouvrir-compte-orange-money-operateur"
Rétablir rapidement ses services avec #1413#,"Avec le #1413# Vous pouvez : · Signaler un dérangement · Suivre un dérangement · Connaitre le statut de la ligne · Consulter votre compte : Facture, solde de crédit, numéros favoris · Suivre une commande · Commander en ligne · Demander une suspension provisoire Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2860417-retablir-rapidement-services-1413"
Comment me connecter sur mon espace Orange et Moi,"Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2860415-connecter-espace-orange"
Comment réinitialiser son mot de Passe Orange et moi,"Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2860414-reinitialiser-mot-orange"
